c this is a generated file
p cnf 4400 20000
785 1028 1896 3115 0
-3651 -1454 2999 2090 0
2720 -2593 -1277 3019 0
-3388 -800 -2541 1030 0
-130 3 3192 -1414 0
1906 -3162 647 -2479 0
-3142 -1597 -3668 -2283 0
2956 311 4313 -2060 0
-1215 3145 4162 -3866 0
3590 -2136 -3237 -2556 0
3412 -1304 -3564 942 0
2916 -3316 97 2249 0
-777 2664 -2135 -3961 0
1722 -1294 4036 -92 0
-1022 -1971 1226 239 0
-2305 423 4120 3348 0
25 -3231 -2417 1787 0
3743 -1318 -237 690 0
904 3232 -2024 -4187 0
-3119 -754 -1511 -2916 0
207 -3017 548 1322 0
106 -3201 3174 -3349 0
3178 -1999 1315 -3963 0
-2930 3151 1258 306 0
-2561 32 1508 -2513 0
-3582 -2135 -862 -838 0
-3211 572 -1815 -891 0
4233 -553 9 1798 0
-908 730 3318 -4246 0
-2001 2961 4070 2836 0
-3691 993 2106 -1524 0
3985 -3009 2004 -4134 0
-3187 -828 3196 2877 0
2290 2428 -925 -3018 0
-2710 3016 1020 -4249 0
3816 693 1579 -1879 0
1439 457 -2119 254 0
101 -2936 -2172 -4068 0
-74 -3960 2872 794 0
-4028 -1990 2516 -1588 0
10 -326 -3599 -1897 0
-3246 -142 -2133 -1325 0
-1363 1451 3752 -3670 0
-944 -1525 3338 1918 0
86 -2614 -2773 943 0
1757 -177 -1731 297 0
1821 2588 4060 -2448 0
4258 -2875 3377 -1977 0
-482 -2760 1528 -1350 0
2772 -1117 1122 -2506 0
-3767 -1311 -3200 2630 0
-1344 2035 3019 -3070 0
-2248 -1694 -3693 -2996 0
-1094 3068 -3727 -901 0
978 2928 1189 -456 0
3248 -3456 3400 -412 0
-3649 -774 -4160 858 0
-1062 -1664 -497 -2579 0
-4361 1042 -590 -2201 0
-2590 -4185 -4162 3052 0
-694 -3460 -2522 3160 0
3029 1858 -4185 -970 0
4397 2161 4261 3872 0
3631 -3225 -1348 -1457 0
2295 -3217 4026 -2025 0
-1149 -1485 3012 -926 0
3047 3765 -2982 -1398 0
-3376 2996 -1127 -2414 0
-1966 3988 -4072 3832 0
3654 -1542 -4360 -2109 0
-2803 2580 -4372 1897 0
3731 -1622 3337 -1031 0
-3801 -2298 1650 -2001 0
2449 1991 -825 -1205 0
-2095 -3903 -4274 -1526 0
-2482 2995 -3027 2105 0
3954 3018 -2448 4153 0
-4391 3050 811 -3979 0
-4102 499 3778 -3342 0
2332 3305 2067 3297 0
-1505 -815 -3567 -1705 0
-3746 -1925 -2884 -3210 0
3620 3707 1879 3699 0
-2909 2633 802 3809 0
1091 -3829 -3474 -1861 0
-796 1762 -1852 2743 0
723 -2878 1282 -1573 0
-3319 -668 411 -3238 0
-2341 3016 3160 -3323 0
4089 -1039 -2625 -2198 0
570 -159 1583 3005 0
295 -2480 1096 4384 0
3263 65 507 1665 0
1266 4304 4247 644 0
-3781 -3000 -3258 1229 0
3964 1637 -3924 1139 0
11 -1133 114 -50 0
3418 -3780 -858 4268 0
616 2848 -620 1329 0
3161 -4339 -2509 4133 0
4113 -762 1864 2014 0
492 2762 3174 -2907 0
-816 1448 1830 -1788 0
1734 138 -3649 520 0
1033 4289 3971 -1424 0
-1405 1086 2158 2098 0
935 -3443 -1061 -824 0
-212 -632 -3344 50 0
-1178 247 514 2906 0
-130 -895 -3009 -1234 0
3156 3776 1940 3904 0
3255 3719 2043 -4308 0
-4225 4357 3485 60 0
3685 -3657 -4077 145 0
3885 2782 4041 1244 0
-2267 -668 1895 -3648 0
4275 -3440 -1449 -2174 0
2407 -2800 -1789 -1585 0
840 2866 -2585 -2821 0
-2627 -182 -3467 -1854 0
-205 2979 -142 -3804 0
-249 791 3554 4247 0
-993 -3826 605 163 0
2694 1149 -2193 -676 0
1188 780 -1621 -3747 0
1701 -3672 -1928 -3692 0
834 -2166 -1151 2044 0
-462 -572 3122 -499 0
-2641 1853 -865 -2727 0
2894 -854 -1668 -2858 0
-4055 -3163 -2470 -2794 0
2605 -226 49 2 0
3131 2558 1976 -2065 0
-2328 1594 -576 2285 0
-3820 -3513 -1781 3407 0
1128 -2178 3630 361 0
87 100 -2412 3223 0
-348 449 -2022 4082 0
-2647 -4043 -1826 -2200 0
100 -1063 -723 3537 0
2712 4255 -4192 1323 0
2733 2752 -3836 1929 0
-3968 -2158 -1255 -307 0
761 881 -2535 2414 0
-1678 -286 -2489 508 0
326 -2111 -1419 -740 0
3227 1443 3244 2792 0
2703 3525 -3393 -3965 0
876 -815 -4007 3501 0
-4379 -2657 -3520 -2531 0
-1428 -1361 577 411 0
383 2870 1558 757 0
1054 -4222 -1543 -346 0
-1905 445 -864 -4024 0
2119 -1413 2094 -3900 0
4100 1150 -2117 -757 0
3291 906 4197 1757 0
-2464 2837 -1060 4372 0
3791 -929 3243 -3190 0
-1629 -1740 -1287 4259 0
43 -1261 205 3750 0
-2288 -2974 3324 374 0
3267 2849 -1658 3087 0
-2986 -1727 1110 -3679 0
-3600 3166 -739 280 0
-3624 -3548 4281 -3323 0
1285 621 -4028 -1515 0
-2645 3536 69 2068 0
1343 -1202 1833 4134 0
3393 3542 1417 2906 0
1693 926 1951 -2168 0
-2814 -570 -3624 -3201 0
-3203 -1057 -4115 4191 0
-1966 -685 -3860 -3168 0
-756 -3599 2907 -1976 0
-2218 3292 1798 1714 0
-637 2009 -2020 2670 0
2960 -3617 -3538 -1877 0
-698 4259 -1152 -1950 0
-303 -1879 2119 -1560 0
678 -2275 2189 3762 0
3148 1901 849 -1024 0
1923 -1664 -48 3141 0
-514 -4235 -3490 -2972 0
-3236 -2374 723 -1663 0
-2972 -3869 -1216 -2278 0
-336 -4140 -1327 121 0
3582 -4385 1917 -334 0
442 -3876 1276 -3901 0
1417 3129 3235 -886 0
-3100 -1420 1476 -192 0
-1922 522 3282 -3442 0
-3161 3423 -1699 -1923 0
-2972 -4022 -395 -1299 0
-4079 -2605 -2397 1203 0
-349 -1062 3606 2126 0
3145 -1923 2070 2998 0
-1676 2847 3232 2981 0
-3982 901 -2744 3186 0
1946 2955 2200 -848 0
2795 2254 -2850 -2324 0
1345 -2553 -2144 -3613 0
-2385 89 3600 1982 0
3979 3253 -1021 -2678 0
-231 2899 3923 3206 0
-2287 -3584 577 254 0
1461 4088 -723 500 0
3000 2226 -3423 34 0
1574 -1797 4290 -192 0
-1785 -1579 -2674 -4324 0
-3608 4255 -2150 -658 0
-682 -2972 -2707 -2801 0
2443 -3691 4227 -1518 0
848 1364 1477 3405 0
4303 -3603 3137 3768 0
-2705 3435 4307 -1434 0
2788 4018 -3505 -777 0
-950 -1832 -1731 1247 0
-2690 -2174 4363 -2642 0
-4182 369 2199 -1608 0
-166 4367 2100 -2756 0
-4125 -3946 -3022 144 0
-1916 -3022 -2435 1653 0
550 -3750 -3390 -3104 0
-3511 1744 -3248 3705 0
41 -2359 -238 -1629 0
-1232 -2329 -3738 2750 0
-3142 -63 -319 3907 0
-1646 2419 -1871 -1818 0
-2223 166 -169 -3503 0
42 2054 3509 -1209 0
-2248 2444 -920 167 0
3293 -4331 -1760 -3066 0
555 -1999 -1354 -2108 0
-4287 -4194 193 556 0
1354 393 4197 2516 0
1431 -3379 -1044 2175 0
-4212 3858 -2462 -925 0
-464 3141 -371 2345 0
-2961 -3167 3764 1253 0
3013 867 4339 3398 0
-3763 1377 1963 -2488 0
-3546 -2150 -4210 87 0
1252 3092 2017 -1304 0
-2589 -1014 1357 550 0
-3444 3658 -398 3174 0
-531 392 1704 2276 0
-3171 3685 1066 3658 0
198 3654 1320 311 0
-706 225 1091 1538 0
-585 3108 1732 -1113 0
-2744 -3370 -339 -3653 0
820 -3573 -1785 -1135 0
-541 4007 3021 -394 0
-3837 2933 1618 -2969 0
2828 -3000 -1081 -3171 0
-2131 -605 2072 274 0
2397 -1316 -3723 -3354 0
-1656 -2378 2880 -3230 0
-3302 -2306 2606 2662 0
1251 3144 -2148 -2739 0
1230 -208 3598 393 0
1258 -2374 3488 2817 0
-2574 -2826 1527 2526 0
4357 514 -3057 750 0
-2930 -2119 378 4338 0
3904 -3416 -3996 -1779 0
3722 -629 -1765 3887 0
-3489 -3531 -3243 -3456 0
-396 1537 3119 4384 0
-3153 -4326 -3690 -1822 0
2275 3709 -2681 2521 0
2319 -2843 4333 1672 0
1201 3293 -2124 1075 0
1299 -2232 67 936 0
3627 -3132 -2665 -1854 0
-4052 -1930 3458 -3399 0
1673 3688 3864 2217 0
1104 -1265 3588 -3203 0
-629 3380 1296 -2277 0
3618 4167 2767 3291 0
2735 178 -1065 -1054 0
-748 265 4336 2108 0
-2550 -4300 -3414 2 0
2795 -2529 -1063 2939 0
-47 -715 -2132 -2520 0
-1828 339 408 -395 0
1440 2328 2315 3355 0
2252 3020 1066 -974 0
1833 -1064 1151 3761 0
-737 -1839 1792 -1573 0
1511 902 2029 2914 0
970 -906 -2318 3568 0
3455 3487 -3902 -161 0
4344 -1116 -3728 -3877 0
-4185 3342 -2834 -3629 0
2601 2815 -1109 -2155 0
658 -3160 -1899 2655 0
1038 -3156 4163 1744 0
-3776 2512 583 4235 0
4180 4075 2119 -3519 0
-3845 -2786 -4327 1865 0
3615 -1150 2878 -1755 0
-2884 -4390 3760 -246 0
2949 2384 -3660 2515 0
-1318 -3132 -4332 3955 0
334 116 -2819 -48 0
2015 -3272 291 2374 0
872 2503 -1465 625 0
-2419 2453 -342 4390 0
1569 1024 -4231 -2546 0
2640 738 -315 3774 0
-4221 -3174 -2928 -551 0
3116 1235 -2592 -3678 0
254 -48 1050 -477 0
3947 2016 2201 281 0
3322 691 3746 -3818 0
773 4166 630 3469 0
-3167 -3279 -796 3736 0
-3520 3268 -3234 50 0
643 -3878 -1602 1166 0
4393 -746 3004 2739 0
-2790 -4069 721 -317 0
-4003 -1358 -1855 352 0
-3621 -3454 -2521 -2420 0
1322 2311 1342 -2580 0
-4115 -1078 3238 -1731 0
-3401 4325 -54 -3859 0
-1195 4174 -3286 4322 0
-4244 3530 -292 813 0
-1748 -1111 1149 -3898 0
-3965 -3637 61 -837 0
2869 -3983 -2 873 0
2120 -514 817 4112 0
518 -2192 4234 2201 0
2242 -4363 2981 -2220 0
-1049 -1861 -236 -1081 0
2744 1049 722 3542 0
451 4295 -4195 2839 0
-1167 2969 3186 953 0
3894 -2881 1546 1316 0
1725 -1344 3689 3847 0
3052 3329 -332 -2261 0
-3310 -1105 3448 3369 0
306 -2114 1269 -1278 0
2196 3324 -2838 -1083 0
2915 2027 1565 4011 0
1040 1924 2662 -1724 0
-383 4244 -1160 2488 0
-2081 3897 -1434 3397 0
-2929 1386 -1989 839 0
-585 -3343 1222 -1337 0
-4289 29 3424 3921 0
3463 2556 816 -3773 0
2477 -2243 -1900 2933 0
3057 -1777 1230 -2851 0
-706 -1598 -1395 -1986 0
748 -3612 2085 -2547 0
-2074 1016 2452 -1795 0
-645 -518 136 1764 0
-2128 -1312 2439 4276 0
-3205 -3524 -4033 2818 0
4366 -2115 4101 -3521 0
-3535 -4212 2506 -802 0
3691 1523 -4177 741 0
422 2242 4311 1350 0
2256 321 1202 -587 0
-1510 -3123 799 -1321 0
-2140 805 1178 3738 0
-3768 2778 2531 4192 0
3466 -3305 1819 2367 0
-2012 3856 912 -2848 0
1725 3230 -2239 2692 0
2664 877 -3082 980 0
-1350 -441 60 565 0
-1463 -677 94 1794 0
-1875 -2291 -732 2883 0
-2405 -2118 2917 2681 0
718 -1682 -515 2093 0
-2358 -3604 2154 -4045 0
-3537 426 -210 -1539 0
3810 3725 1617 -1538 0
-1569 -2753 -2401 283 0
-1537 4210 3826 258 0
670 -4094 253 -741 0
-123 -3240 2392 3594 0
-2921 3345 -745 -533 0
-1794 -991 -2486 2536 0
-4241 1087 -3606 2310 0
655 3588 -361 -1401 0
3402 -2076 -4277 3838 0
-2023 -727 2280 -3854 0
-2408 2740 -2437 -889 0
-2039 3404 1772 477 0
2173 -4049 -183 -1667 0
-682 -3084 -2334 1077 0
-4121 952 -2002 -1042 0
1879 -729 1282 -3083 0
-522 413 -180 2482 0
-674 -2604 2934 -2523 0
3011 -1072 -2024 -2544 0
-2556 -2040 3104 2514 0
2491 -2105 4162 1025 0
784 1504 -1735 1805 0
3820 354 760 -1166 0
-3390 3068 1158 -1969 0
806 -924 -1037 -3181 0
1864 -2232 2211 -1562 0
-3850 3390 -1046 1019 0
4325 -715 -607 2054 0
-415 2041 1920 -4367 0
-4210 -1900 4326 -231 0
-3070 -982 -4387 -426 0
3111 2525 -1969 3268 0
-4308 -3317 219 3816 0
1555 1930 727 2106 0
2372 -3618 2436 679 0
3359 -3338 2325 3486 0
405 89 -3759 -611 0
-3875 -4054 -117 -770 0
2728 -94 -438 -1119 0
-1259 1842 -2784 -3344 0
836 -2938 -3790 -2178 0
-2751 3196 1973 -2872 0
-677 -4103 2783 2025 0
1151 -2994 3652 2956 0
-371 2429 -3104 -2241 0
2833 2559 4252 1070 0
1236 -3787 -4077 299 0
1541 1676 -815 1882 0
2084 -2993 -684 493 0
-4357 -3096 -589 -3598 0
190 -3538 -2909 3452 0
-3605 965 -161 1970 0
2546 -1689 -3407 133 0
-3014 -4163 -754 -3073 0
-3811 1109 -2656 3291 0
3726 2593 -2167 3383 0
-1547 1316 -957 -3369 0
-3439 -3191 2809 46 0
-2698 -1721 -1046 3716 0
3764 -1416 -3296 3035 0
-1284 -1422 2812 -692 0
-3640 1495 -1219 667 0
1106 -1363 -280 -3189 0
29 -3395 717 -4194 0
-2223 -1513 -615 606 0
1497 3455 34 1995 0
3476 3995 -3318 2329 0
-233 -1877 -2728 -1035 0
4391 -1456 3314 3094 0
-983 1063 -87 1107 0
3892 1388 -2644 110 0
-2765 -2149 -3820 1547 0
-387 -1368 -1918 3533 0
-4194 -3037 -187 2907 0
1435 -2856 3630 -3515 0
-1360 3271 -2697 -2009 0
-3070 -3077 -1465 -4314 0
-2330 4080 2569 -1626 0
-4314 162 384 373 0
-912 1608 4265 3702 0
1213 3004 530 1890 0
-1602 3861 1595 2378 0
662 -4237 -174 1429 0
1584 -659 1002 -945 0
1407 -1298 -1569 788 0
3301 1969 1537 -277 0
2027 3307 -4312 1664 0
-3072 -2721 1294 -1456 0
-1640 2998 -1072 3756 0
-2316 2865 -3521 490 0
-1680 2364 1257 4193 0
-2699 83 -4025 1433 0
-3614 1809 3745 2630 0
405 -484 2320 -3257 0
2927 1559 2887 -483 0
-3703 -2955 -486 3248 0
-3076 336 -1217 1607 0
405 2151 1013 -3478 0
1772 -2171 208 2441 0
1089 1869 2971 -2386 0
-839 -596 -1423 1048 0
-4153 -4284 92 -2841 0
-859 -3350 -2264 4384 0
-3246 -2887 -2014 -823 0
3953 -3180 -3586 2738 0
2605 3207 3971 3116 0
-3163 -881 -2519 -895 0
456 -988 -1153 -3086 0
-2222 -1328 -3072 -997 0
-3196 -1698 444 1028 0
-1135 1072 860 -2092 0
-361 710 1094 -2064 0
1758 3860 372 -1690 0
4012 3154 988 -3824 0
-495 -850 3064 -3527 0
-3150 3239 -4291 -1495 0
574 -3766 1170 3384 0
2323 -3956 -504 -4070 0
-3756 -2866 258 -4228 0
4301 3298 1498 -363 0
2859 1637 4073 4044 0
1267 1511 -3358 2491 0
-2908 -3277 -3307 -827 0
4035 -3514 2852 3420 0
1618 -1182 219 -3306 0
-1073 -945 -2656 -3462 0
3606 -2943 3876 -3170 0
-389 597 -3576 -550 0
-1758 842 -561 -2373 0
-4027 -3508 229 1645 0
-3483 341 -2108 244 0
3931 -3119 2912 2101 0
-1589 -1928 -4101 2675 0
-3669 -2164 1103 3216 0
-1439 -447 -2674 569 0
1534 3 1822 610 0
-463 825 -1442 -2544 0
2840 -2656 -1111 -860 0
3680 2512 460 1469 0
1473 2767 2795 -4307 0
2838 3840 2244 489 0
2358 3541 1373 -1265 0
3684 4263 -3456 93 0
3630 55 -461 -4097 0
449 1274 -1045 3857 0
-55 -950 4349 -1787 0
-1482 -2709 -2448 -2880 0
-255 -364 888 -3239 0
-3124 4052 -2225 -807 0
476 -3818 -1609 -2139 0
3493 -3314 3816 -2867 0
-3906 2318 -1785 -2594 0
-1731 -1178 -2325 1124 0
-1105 -2265 3172 -3304 0
-1322 1943 2868 -741 0
1033 -3268 -3559 60 0
-3045 -373 -3939 -1978 0
-1752 3045 -1456 1645 0
2996 3944 -3913 770 0
-1366 2250 30 -3885 0
-1009 3235 2779 4069 0
-4186 2441 2006 927 0
2831 -617 2794 -4172 0
3921 -2713 3267 -3431 0
-1320 1839 -2062 3996 0
-3393 2926 -637 1822 0
2302 -4372 326 3664 0
-1140 1441 3570 471 0
-893 -3596 2023 -1074 0
-4202 3645 -85 3799 0
2227 -3629 -1477 -4028 0
687 -2465 177 2320 0
1612 4315 1639 2798 0
-2862 -1936 -1625 2536 0
-796 -597 3435 1884 0
114 1481 437 1055 0
-3906 -1660 -3008 -1360 0
1951 -2154 2850 -4132 0
-3937 246 2890 -3515 0
2596 1068 4161 3995 0
3653 -2120 -1070 -966 0
-1275 -1031 -953 2948 0
480 25 -4148 -3816 0
-2992 -3204 -2645 -687 0
-2636 -2534 -1654 -2117 0
-1944 832 -1394 -1523 0
2831 3648 555 -3849 0
-3794 -4297 -3658 865 0
-3437 -802 4377 2746 0
1167 199 -1218 -2091 0
-72 -4121 -254 -248 0
-1102 -353 -2963 -3269 0
2478 1745 165 2068 0
1415 -3258 -2907 19 0
3250 2701 3818 -1802 0
2667 2050 -2295 -2194 0
-2072 -2108 1093 -3346 0
2145 -3728 3483 370 0
-1159 1529 4240 2108 0
1051 960 3303 -742 0
-3476 -2983 1490 1529 0
-119 -983 -2909 -2049 0
-3932 665 -4326 -3461 0
3702 -1143 -309 2812 0
3864 -2692 -1834 3785 0
662 -3078 991 -4241 0
4388 -4216 3885 -202 0
36 -3586 -138 -152 0
2188 3511 345 -2645 0
-3421 3441 -4303 -2366 0
3845 150 -3286 1729 0
-133 -3750 -729 -4303 0
-2204 598 -4223 -3312 0
2934 -2943 3822 4048 0
4026 3547 3073 4047 0
3430 -2957 3047 4134 0
-150 3939 2316 -4139 0
-1289 1381 3834 1404 0
409 2273 3434 1775 0
-1068 2157 718 -3240 0
208 679 4124 3894 0
-4379 -2609 3426 -2490 0
4265 -2698 -992 -1165 0
200 70 3362 3034 0
-3838 795 1615 -3608 0
-3891 3029 -3845 -3648 0
3232 4395 2220 -3806 0
781 -703 3673 -27 0
1306 1205 -3052 -3274 0
1836 710 -3010 3382 0
1129 -2488 -2490 -436 0
-2846 2423 3866 -2152 0
548 2350 -1412 -1466 0
-4251 -1146 -1268 -2159 0
-340 527 -4117 -1779 0
-3407 1982 3536 3116 0
4375 -4033 1719 -1332 0
3222 3897 224 437 0
-3788 -2762 -1614 -3780 0
1604 3466 2713 -3540 0
-3875 824 3961 3268 0
886 1720 -1986 2606 0
-1195 1387 2583 3561 0
-2395 26 -2862 311 0
-3417 -489 1604 3583 0
-1388 -3917 -1011 -1948 0
-1705 -2218 -1480 3398 0
-3617 -868 -1173 3505 0
-2365 -770 1664 -3488 0
3292 1132 2183 -1164 0
-265 -4271 -4080 3668 0
-4396 3449 -3103 -1642 0
-728 -3487 1785 -3942 0
2906 4046 2488 -2333 0
-3475 -2109 -256 -3256 0
3479 936 3266 -2485 0
-3782 1108 -4345 -2255 0
4208 290 4240 -2899 0
-2320 2679 2624 -346 0
1774 571 -801 3201 0
2540 -3992 507 -4219 0
-2875 2497 472 2962 0
-306 2743 -1848 2071 0
2992 1680 179 -2475 0
-733 -1283 -3781 -1496 0
4061 -3187 1144 -3074 0
3288 -2862 -768 3824 0
1030 1882 -798 4331 0
-1791 4217 731 -348 0
2241 1534 1557 -353 0
1265 -248 -1991 753 0
418 4149 3567 -1800 0
2822 328 -1927 -2962 0
561 1282 1452 2329 0
1220 516 2407 1340 0
-2286 -2293 -3586 1763 0
-1914 -1369 -305 -2756 0
-349 -716 -3825 -3948 0
-2125 3021 1901 -1192 0
-1905 -1697 -949 3201 0
1231 3432 -4363 958 0
-1287 -3777 1359 2213 0
-4234 -1333 2866 2217 0
234 -3549 698 -1573 0
3936 -2264 -2778 3137 0
3293 -4392 1018 3101 0
3602 3682 4168 3154 0
-1122 1125 -3059 2663 0
2687 56 -3665 -917 0
1734 3497 -721 3164 0
1203 -497 2572 -1118 0
3572 -1334 -2511 -3590 0
978 703 2924 -3439 0
-3377 -3050 1344 111 0
-2291 3420 1675 -2896 0
-901 -2202 -3360 3966 0
4162 -4032 3616 402 0
3678 -295 1699 -3639 0
935 1976 -2256 4141 0
2921 -700 -3351 -2615 0
-42 -367 259 -879 0
157 -501 1941 -3970 0
2218 -1461 644 -1607 0
-2718 4183 -2245 -4062 0
3414 4336 -46 -2433 0
3422 -2704 -3920 -1790 0
1922 1246 4349 -75 0
-2250 2916 -1075 -3784 0
2379 -1688 -302 2343 0
-3348 176 -831 -4171 0
-4126 -2283 -427 1893 0
-2298 3942 -1466 2674 0
2373 3121 847 3194 0
1031 -4060 -3595 -317 0
1011 -431 2876 3768 0
-3181 -1351 -1097 722 0
3754 -110 3596 2431 0
-160 -760 -907 -4151 0
-300 3335 -612 -1257 0
2465 2976 3137 330 0
-3813 1452 -4158 -4298 0
3048 -1492 -2987 2362 0
3786 3724 -3089 -1312 0
-1194 -2301 3368 -1554 0
-3644 -1337 2440 4372 0
-4256 183 777 -2119 0
-4320 -593 -1545 -1778 0
4007 -2516 1309 -1310 0
1909 2392 -3936 2607 0
-1162 2767 -3955 1619 0
-3104 470 -2294 2815 0
-144 2809 58 -179 0
-1845 -163 4151 -3587 0
3607 -1210 -1343 -912 0
-1890 527 4008 4082 0
3411 1480 -826 -3630 0
-3599 -3384 385 4206 0
2324 -2448 2801 4315 0
-30 -3553 1614 -3312 0
2506 3608 -3746 4223 0
1051 57 -383 3899 0
-3516 2364 -3297 -1889 0
-1064 -1837 -2845 -3821 0
-3177 -3842 2818 3212 0
-712 1438 391 134 0
-1179 2325 -1186 2508 0
-1781 -184 508 -2760 0
2811 -3698 -3668 3398 0
579 -384 -506 2015 0
3322 -2478 -599 4249 0
-4182 -360 -3630 2433 0
-2067 2103 3652 -217 0
-1046 2968 -59 1265 0
-15 2978 1979 -4065 0
516 -841 358 2759 0
576 -2549 -1119 -1503 0
4158 2516 -1765 473 0
1837 852 2927 -2286 0
267 -309 2988 3765 0
-945 -309 2742 -1444 0
-2225 -1718 853 -419 0
-3694 1461 -3762 1817 0
-900 -3866 -1299 3193 0
-2701 -176 2388 301 0
-1443 644 2324 1724 0
-3452 907 1385 2102 0
-1036 -825 2974 -1052 0
1711 2575 95 3348 0
-1371 -2310 -3886 173 0
3760 3666 -3380 -535 0
-3668 1534 -2057 -944 0
-3802 -38 536 -53 0
-1861 1623 -2838 4297 0
3381 -1222 311 -1862 0
-339 -3242 -982 220 0
2813 -1038 -3695 4284 0
-4290 -1535 2155 2838 0
55 3976 143 1814 0
-1465 -1676 3614 946 0
3513 -2701 2654 -1665 0
-416 -1799 455 -4042 0
-404 -92 3976 356 0
1737 2556 -2260 -2159 0
-2731 1707 -4173 -2949 0
-4029 1849 3948 3288 0
-2188 -2275 -2327 2146 0
164 -357 -3998 1778 0
803 1941 -166 -1760 0
3228 -533 2422 2273 0
313 973 -3686 2177 0
639 831 -2271 -4272 0
999 2793 -2204 -3751 0
3517 262 -1849 3281 0
-4007 671 -2495 -1726 0
-1507 3297 3361 1795 0
2986 2998 -226 397 0
-1852 57 2522 1968 0
-162 3498 -1763 -1560 0
1001 -3927 -48 3466 0
-3853 745 -3940 -2345 0
1623 -2054 -4224 4145 0
4330 -1811 -3893 -3547 0
535 1425 3927 254 0
1380 1023 4144 3096 0
-2758 -3492 2894 -3754 0
4147 439 162 -733 0
-2668 -3211 -369 -969 0
-1851 1888 326 -2454 0
-3070 -1213 -1480 1767 0
-3456 3951 -3094 -1107 0
-1808 742 54 -1138 0
3833 -3316 -3081 2289 0
3667 1687 1283 2916 0
-1286 2335 2822 761 0
39 1094 -899 -1554 0
169 2855 -2921 2650 0
-2689 -1612 -3517 -2888 0
2186 -2575 -2481 999 0
2835 976 3474 4117 0
-1268 3250 -435 -168 0
-3969 1500 2732 1553 0
3528 -2788 3448 2442 0
2639 -823 459 4377 0
-988 2556 460 2867 0
-1192 -3545 3469 -3143 0
1578 4187 -2218 3096 0
-827 1068 -2476 581 0
4180 2355 3369 -1110 0
1443 826 -3613 3460 0
-354 1369 1759 508 0
-2838 3969 -3848 2830 0
3919 631 3881 2808 0
3602 3837 -1565 -837 0
896 1182 -2881 -1362 0
-1979 -500 -3443 -1387 0
3155 775 -1167 -3727 0
983 -4125 184 3329 0
283 -2240 607 1477 0
-317 -591 3972 1907 0
-3279 4287 2657 -1977 0
-2362 -1402 -2530 3170 0
183 -2210 -1244 257 0
-1605 1594 1749 -2691 0
79 3367 -1319 -4282 0
292 -4121 -1761 -646 0
2639 1894 -58 4176 0
3753 2456 -3884 3760 0
-2492 -3473 -1004 4012 0
-329 -2377 3396 -2604 0
-3415 2140 -2909 548 0
2988 -854 -1531 3884 0
-2940 1806 3600 105 0
-4376 -705 3714 -3977 0
-3677 -3012 -2544 1973 0
2830 -4399 737 1985 0
2659 3063 4366 -805 0
-365 2230 -3536 -3315 0
74 1308 -2678 2584 0
1461 2942 4341 3381 0
-1359 -258 1654 3815 0
4187 2302 -2490 3314 0
-938 -2898 -132 2305 0
3118 -1028 -142 -3175 0
-3040 -663 3622 -681 0
3023 -1615 2540 -3011 0
-134 678 -2858 1739 0
-1021 -3602 -1810 -26 0
3782 171 -588 3415 0
-31 2431 3629 -4119 0
-2580 809 1225 3015 0
-967 4115 -956 425 0
-3846 611 1021 3413 0
632 -3401 1926 -3867 0
3161 224 -1411 -2028 0
-695 133 -2489 636 0
-1649 2064 -1125 -3391 0
-3064 3276 2955 2965 0
1136 -1997 866 292 0
4125 -3862 1160 977 0
1174 2111 2562 58 0
-1469 -3921 -353 -4239 0
-1009 604 90 3807 0
4165 -2196 4340 -1095 0
1253 -4132 3948 1392 0
2949 75 1148 2969 0
-741 1735 55 3992 0
-2630 2913 -3834 -3946 0
-3774 990 -3120 3626 0
92 -2173 -2374 -959 0
2931 -3958 331 -2782 0
2802 -1327 -2227 2531 0
3851 2018 -3062 -3208 0
-976 -2941 984 1933 0
178 -48 3015 -1926 0
3755 3814 -1094 3270 0
3328 -2280 -1196 -2163 0
-3875 174 -620 2735 0
1036 332 2937 -734 0
3688 -4103 4341 943 0
1792 3706 1318 2898 0
532 -2275 531 -3445 0
2981 -2707 2261 -1710 0
-3175 4387 -2164 -3361 0
3985 -2469 4075 3594 0
1486 1397 1160 3973 0
3664 2592 -3241 -2041 0
-2692 2420 1412 -1744 0
3635 -3731 3534 -3292 0
-1657 805 -1313 -323 0
3329 -386 -3829 -1357 0
-1650 -559 -191 761 0
336 -1662 -502 -2551 0
3311 3537 143 2853 0
-3410 -1454 1726 2612 0
2750 1621 -1990 -2758 0
982 -2997 -2223 3923 0
-3449 -3728 -3687 -1296 0
3285 4265 3301 -211 0
-1140 -621 912 -4275 0
-444 -1899 -2785 -210 0
-3555 3575 3732 -1895 0
-209 3233 2994 1555 0
366 -3396 -3072 3915 0
2428 3307 3184 98 0
1407 -3257 -4026 -3276 0
1888 -2091 -1404 2760 0
-1703 -3612 3815 1871 0
2984 -95 2441 -3593 0
-2635 -2399 3306 3696 0
3758 -3916 553 2177 0
3216 761 2171 -3513 0
-2722 281 2488 3451 0
-2830 -3062 1586 -2495 0
-342 738 -1926 2690 0
650 -4027 418 391 0
3819 2925 955 -2371 0
-4369 144 -925 3771 0
-344 1368 2886 -4203 0
-95 -1220 1061 3464 0
-2877 -1495 -3346 -2363 0
1104 -4116 3665 -3870 0
1648 -4081 3432 2757 0
